# Data from Rio Frio Campaign, Portugal 2002,,,
# Turbulence measurements over a cork oak plantation,,,,
# Level T9 / DOY 193 2003, 13:00 - 14:00 Local Time,,,
"# ""Time(s)""",U_Wind(ms-1),V_Wind(ms-1),W_wind(ms-1),Temperature(degC)
31.95,5.46,-0.86,-0.27,27.61
32,5.49,-0.86,-0.23,27.71
32.05,5.51,-0.78,-0.22,27.87
32.1,5.57,-0.96,-0.29,27.71
32.15,5.48,-1.15,-0.45,27.7
32.2,5.48,-1.08,-0.37,27.73
32.25,5.54,-0.83,-0.27,27.8
32.3,5.58,-0.77,-0.2,27.83
32.35,5.72,-0.85,-0.26,27.76
32.4,5.76,-0.85,-0.35,27.71
32.45,5.56,-0.94,-0.41,27.66
32.5,5.46,-0.88,-0.54,27.6
32.55,5.45,-0.77,-0.73,27.59
32.6,5.59,-0.88,-0.73,27.49
32.65,5.61,-0.89,-0.78,27.92
32.7,5.7,-0.99,-0.65,28.71
32.75,5.92,-0.61,-0.6,28.59
32.8,5.64,-0.14,-0.39,28.58
32.85,5.16,-0.18,-0.51,28.67
32.9,5.28,0.01,-0.23,28.7
32.95,5.16,0.35,0,28.66
33,4.93,0.53,0.35,28.54
33.05,4.92,0.43,0.64,28.8
33.1,4.87,0.33,0.51,28.89
33.15,5.05,-0.06,0.19,28.7
33.2,5.22,-0.36,0.1,28.24
33.25,5.02,-0.83,0.04,28.01
33.3,5.06,-0.74,-0.06,27.86
33.35,5.09,-0.59,0.07,28.45
33.4,4.97,-0.75,0,28.2
33.45,4.91,-0.53,0.21,28.86
33.5,4.76,-0.48,0.27,28.89
33.55,4.63,-0.62,0.15,28.2
33.6,4.4,-0.57,0.14,28.03
33.65,4.57,-0.64,0.15,27.51
33.7,4.54,-0.59,0.07,27.54
33.75,4.56,-0.5,0.02,27.57
33.8,4.69,-0.45,0.03,27.59
33.85,4.8,-0.28,0.27,27.74
33.9,4.8,-0.25,0.35,27.78
33.95,4.92,-0.38,0.11,27.64
34,4.97,-0.38,0.01,27.5
34.05,5.05,-0.4,-0.09,27.47
34.1,5.06,-0.44,-0.09,27.48
34.15,5.01,-0.37,0.09,27.48
34.2,4.99,-0.32,0.27,27.56
34.25,4.95,-0.48,0.21,27.83
34.3,4.85,-0.11,0.29,27.85
34.35,4.91,-0.18,0.23,27.95
34.4,5.09,-0.27,0.27,27.97
34.45,5.23,-0.28,0.27,28.03
34.5,5.19,-0.27,0.24,27.97
34.55,5.21,-0.39,0.09,27.95
34.6,5.29,-0.52,0,27.8
34.65,5.34,-0.66,-0.08,27.69
34.7,5.39,-0.46,-0.08,27.77
34.75,5.27,-0.45,-0.06,27.7
34.8,5.51,-0.5,0.04,27.76
34.85,5.48,-0.57,0.03,27.66
34.9,5.7,-0.28,0.06,27.68
34.95,5.62,-0.13,0.11,27.73
35,5.51,0.13,0.16,27.69
35.05,5.46,-0.12,0.08,27.67
35.1,5.51,-0.04,0.04,27.62
35.15,5.64,-0.09,-0.01,27.58
35.2,5.56,-0.08,0.1,27.71
35.25,5.5,-0.14,-0.12,27.53
35.3,5.51,-0.14,0.01,27.52
35.35,5.44,-0.09,0,27.48
35.4,5.37,-0.07,-0.03,27.47
35.45,5.32,-0.02,-0.03,27.47
35.5,5.29,0.01,-0.08,27.47
35.55,5.31,-0.03,-0.19,27.47
35.6,5.32,-0.11,-0.14,27.5
35.65,5.28,-0.09,-0.09,27.51
35.7,5.27,-0.09,-0.1,27.58
35.75,5.28,-0.06,-0.15,27.58
35.8,5.28,-0.09,-0.18,27.59
35.85,5.27,-0.18,-0.35,27.64
35.9,5.29,-0.09,-0.24,27.59
35.95,5.25,-0.01,-0.25,27.57
36,5.24,0.04,-0.24,27.55
36.05,5.29,-0.03,-0.17,27.58
36.1,5.37,-0.03,-0.01,27.75
36.15,5.24,-0.03,-0.08,27.75
36.2,5.36,-0.12,0.05,27.8
36.25,5.29,-0.03,0.04,27.82
36.3,5.34,-0.05,0.08,27.84
36.35,5.28,-0.02,0.13,27.83
36.4,5.2,0.12,0.27,27.79
36.45,5.42,0.08,0.42,27.86
36.5,5.48,-0.17,0.38,27.89
36.55,5.47,-0.07,0.4,27.94
36.6,5.39,-0.18,0.36,27.95
36.65,5.14,-0.31,0.29,27.95
36.7,5.2,-0.75,-0.08,27.96
36.75,5.21,-0.67,-0.11,27.97
36.8,5.23,-0.19,-0.13,27.93
36.85,5.09,-0.15,-0.18,27.96
36.9,4.77,-0.26,-0.07,27.97
36.95,5.11,0.06,0.32,27.95
37,5.03,0.02,0.32,27.99
37.05,5,0.01,0.35,28.03
37.1,4.85,0,0.51,27.97
37.15,4.56,-0.03,0.62,27.93
37.2,4.23,-0.07,0.53,27.94
37.25,4.66,0.39,0.51,27.95
37.3,4.85,0.32,0.52,27.88
37.35,4.75,0.3,0.53,27.88
37.4,4.76,0.2,0.47,27.89
37.45,4.74,0.13,0.22,27.93
37.5,4.78,-0.04,0.09,27.92
37.55,4.93,-0.47,-0.04,27.82
37.6,5,-0.54,-0.09,27.86
37.65,5.07,-0.57,-0.07,27.91
37.7,5.04,-0.62,-0.08,27.91
37.75,4.99,-0.39,-0.02,27.86
37.8,4.97,-0.38,0.08,27.97
37.85,4.91,-0.35,0.08,28.05
37.9,4.72,-0.23,0.2,28.07
37.95,4.59,-0.18,0.19,28.05
38,4.58,-0.13,0.19,28.05
38.05,4.47,-0.03,0.18,28.04
38.1,4.49,0.04,0.28,27.96
38.15,4.4,-0.15,0.24,27.9
38.2,4.42,-0.25,-0.08,27.86
38.25,4.44,-0.32,-0.14,27.84
38.3,4.6,-0.39,-0.01,27.83
38.35,4.75,-0.56,0.02,27.85
38.4,4.86,-1.02,-0.39,27.79
38.45,5.2,-1.19,-0.4,28.02
38.5,5.25,-1.44,-0.16,28.29
38.55,5.12,-1.31,-0.27,27.89
38.6,5.14,-1.22,-0.43,27.95
38.65,5.14,-1.64,0.15,28.62
38.7,4.85,-1.45,0.09,28.43
38.75,5.12,-1.6,-0.11,27.74
38.8,5.11,-1.42,-0.37,27.91
38.85,5.36,-1.17,-0.33,27.92
38.9,5.32,-0.7,-0.86,27.92
38.95,5.6,-0.45,-0.76,27.92
39,5.83,-0.49,-0.5,27.91
39.05,5.63,-0.47,-0.23,27.92
39.1,5.8,-0.76,-0.39,27.93
39.15,5.8,-0.83,-0.36,27.92
39.2,5.71,-0.8,-0.43,27.87
39.25,5.7,-0.89,-0.34,27.71
39.3,5.73,-0.66,-0.36,27.81
39.35,5.66,-0.57,-0.37,27.73
39.4,5.55,-0.67,-0.28,27.8
39.45,5.42,-0.56,-0.08,27.98
39.5,5.49,-0.26,-0.08,28.05
39.55,5.46,0.01,-0.05,28.06
39.6,5.39,0.06,-0.06,28.04
39.65,5.47,-0.13,0.07,28.05
39.7,5.46,-0.38,0.16,27.96
39.75,5.33,-0.28,0.18,27.93
39.8,5.14,-0.16,0.24,27.92
39.85,5.1,-0.01,0.2,27.9
39.9,5.26,-0.11,0.23,27.88
39.95,5.54,-0.2,-0.01,27.79
40,5.57,-0.37,0.11,27.77
40.05,5.47,-0.35,0.12,27.64
40.1,5.46,-0.33,-0.1,27.49
40.15,5.47,-0.24,-0.08,27.42
40.2,5.42,-0.35,-0.2,27.36
40.25,5.45,-0.43,-0.22,27.37
40.3,5.4,-0.41,-0.24,27.39
40.35,5.44,-0.31,-0.2,27.38
40.4,5.36,-0.28,-0.19,27.37
40.45,5.4,-0.34,-0.2,27.4
40.5,5.38,-0.42,-0.2,27.41
40.55,5.35,-0.48,-0.1,27.44
40.6,5.47,-0.21,0.07,27.47
40.65,5.61,0.01,0,27.6
40.7,5.7,-0.15,-0.18,27.59
40.75,5.66,-0.16,-0.24,27.49
40.8,5.62,-0.28,-0.33,27.45
40.85,5.47,-0.32,-0.3,27.4
40.9,5.47,-0.2,-0.26,27.38
40.95,5.57,-0.25,-0.4,27.38
41,5.55,-0.37,-0.39,27.38
41.05,5.54,-0.33,-0.45,27.39
41.1,5.46,-0.25,-0.48,27.38
41.15,5.42,-0.19,-0.47,27.37
41.2,5.37,-0.24,-0.42,27.37
41.25,5.4,-0.27,-0.41,27.37
41.3,5.39,-0.26,-0.43,27.39
41.35,5.37,-0.18,-0.38,27.37
41.4,5.33,-0.2,-0.42,27.38
41.45,5.36,-0.24,-0.37,27.37
41.5,5.32,-0.21,-0.27,27.37
41.55,5.25,-0.21,-0.31,27.38
41.6,5.14,-0.27,-0.34,27.38
41.65,5.22,-0.23,-0.31,27.38
41.7,5.21,-0.27,-0.36,27.37
41.75,5.24,-0.28,-0.37,27.38
41.8,5.23,-0.22,-0.4,27.39
41.85,5.19,-0.19,-0.42,27.4
41.9,5.16,-0.2,-0.46,27.41
41.95,5.12,-0.19,-0.49,27.41
42,5.11,-0.18,-0.48,27.41
42.05,5.11,-0.11,-0.49,27.41
42.1,5.08,-0.09,-0.48,27.4
42.15,5.06,-0.08,-0.5,27.41
42.2,5.02,-0.09,-0.55,27.4
42.25,5.03,-0.09,-0.57,27.42
42.3,5,-0.09,-0.56,27.43
42.35,4.98,-0.02,-0.6,27.41
42.4,4.98,0.06,-0.42,27.41
42.45,5.06,0.06,-0.41,27.44
42.5,5.17,0.04,-0.43,27.44
42.55,5.1,0.05,-0.49,27.43
42.6,5.03,0.02,-0.51,27.45
42.65,5.02,0,-0.58,27.46
42.7,5.04,-0.08,-0.59,27.45
42.75,4.9,-0.03,-0.59,27.44
42.8,4.85,-0.1,-0.59,27.45
42.85,4.72,-0.16,-0.68,27.46
42.9,4.64,-0.08,-0.62,27.47
42.95,4.7,0.15,-0.7,27.45
43,4.71,0.2,-0.68,27.47
43.05,4.63,0.23,-0.74,27.48
43.1,4.58,0.22,-0.68,27.49
43.15,4.63,0.27,-0.45,27.49
43.2,4.8,0.21,-0.34,27.47
43.25,4.98,-0.02,-0.58,27.49
43.3,4.93,0.03,-0.77,27.49
43.35,4.95,-0.02,-0.7,27.49
43.4,4.99,0.18,-0.63,27.49
43.45,4.98,0.23,-0.42,27.52
43.5,4.92,0.27,-0.71,27.48
43.55,4.88,0.27,-0.83,27.48
43.6,4.95,0.38,-0.72,27.51
43.65,5.14,0.21,-0.79,27.47
43.7,5.14,0.1,-0.8,27.47
43.75,5.03,0.11,-0.68,27.47
43.8,5.05,0.29,-0.63,27.48
43.85,5.24,0.15,-0.6,27.47
43.9,5.41,0.1,-0.65,27.47
43.95,5.41,0.13,-0.65,27.47
44,5.29,0.12,-0.55,27.47
44.05,5.4,0.12,-0.43,27.48
44.1,5.6,0.1,-0.47,27.54
44.15,5.63,0.03,-0.51,27.54
44.2,5.49,0.08,-0.65,27.54
44.25,5.49,0.2,-0.47,27.6
44.3,5.57,0.26,-0.52,27.58
44.35,5.38,0.19,-0.57,27.54
44.4,5.5,0.02,-0.73,27.5
44.45,5.55,-0.01,-0.56,27.53
44.5,5.4,0.07,-0.43,27.57
44.55,5.35,0.08,-0.45,27.58
44.6,5.37,0.11,-0.55,27.65
44.65,5.52,0.07,-0.52,27.67
44.7,5.44,0,-0.59,27.73
44.75,5.24,0.01,-0.69,27.68
44.8,4.85,0.28,-0.54,27.58
44.85,4.68,0.3,-0.51,27.53
44.9,4.71,0.35,-0.55,27.54
44.95,4.64,0.56,-0.38,27.76
45,4.45,0.75,-0.33,27.84
45.05,4.44,0.49,-0.43,27.8
45.1,4.61,0.37,-0.4,27.65
45.15,4.84,0.38,-0.4,27.7
45.2,4.98,0.5,-0.35,27.76
45.25,4.88,0.33,-0.12,27.71
45.3,5.05,0.26,0.01,27.78
45.35,5.23,0.56,-0.05,27.75
45.4,5.22,0.48,-0.12,27.71
45.45,5.44,0.22,-0.2,27.75
45.5,5.26,0.11,-0.37,27.75
45.55,5.31,0.14,-0.27,27.73
45.6,5.35,0.1,-0.24,27.73
45.65,5.24,0.23,-0.24,27.74
45.7,5.15,0.2,-0.34,27.87
45.75,5.12,0.15,-0.27,27.94
45.8,5.13,-0.01,-0.3,27.92
45.85,5.06,-0.13,-0.21,27.89
45.9,5.04,-0.23,-0.13,27.82
45.95,5.04,-0.15,-0.3,27.78
46,5.17,-0.33,-0.39,27.75
46.05,4.99,-0.35,-0.5,27.8
46.1,5.02,-0.38,-0.51,27.81
46.15,5.06,-0.33,-0.57,27.93
46.2,4.98,-0.38,-0.54,27.9
46.25,4.83,-0.5,-0.63,27.88
46.3,4.89,-0.48,-0.5,27.86
46.35,4.89,-0.43,-0.53,27.88
46.4,5.11,-0.18,-0.42,27.84
46.45,5.23,-0.13,-0.32,27.91
46.5,5.03,-0.14,-0.28,27.94
46.55,4.95,0.15,-0.11,27.72
46.6,4.88,0.06,-0.17,27.76
46.65,4.62,0.03,-0.18,27.91
46.7,4.54,-0.03,-0.08,27.86
46.75,4.63,-0.05,-0.08,27.99
46.8,4.52,-0.11,-0.26,27.95
46.85,4.5,-0.3,-0.38,27.96
46.9,4.34,-0.29,-0.49,27.96
46.95,4.19,-0.55,-0.4,27.96
47,4.24,-0.52,-0.7,27.93
47.05,4.28,-0.52,-0.68,27.89
47.1,4.17,-0.48,-0.65,27.91
47.15,4.25,-0.48,-0.68,27.96
47.2,4.27,-0.44,-0.62,28.05
47.25,4.21,-0.33,-0.51,28.04
47.3,4,-0.38,-0.46,28.09
47.35,3.84,-0.34,-0.15,28.06
47.4,3.7,-0.38,-0.12,28.07
47.45,3.62,-0.39,-0.12,28.06
47.5,3.61,-0.3,-0.19,28.02
47.55,3.6,-0.24,-0.18,28.01
47.6,3.45,-0.19,-0.07,28.01
47.65,3.37,-0.37,-0.03,28.01
47.7,3.41,-0.4,-0.03,28.02
47.75,3.35,-0.51,0.08,28.02
47.8,3.08,-0.48,0.18,28.04
47.85,3.07,-0.52,0.39,28.02
47.9,3.03,-0.7,0.5,28
47.95,2.87,-1.02,0.4,28
48,3,-1.08,0.44,27.98
48.05,2.69,-0.99,0.47,28
48.1,2.61,-1.1,0.62,27.98
48.15,2.64,-0.96,0.75,27.97
48.2,2.51,-0.97,0.88,27.94
48.25,2.39,-1.17,0.96,27.97
48.3,2.44,-1.14,0.83,27.97
48.35,2.4,-1.17,0.72,27.94
48.4,2.51,-0.95,0.64,27.92
48.45,2.54,-0.98,0.73,27.98
48.5,2.31,-0.95,0.78,28.03
48.55,2.56,-0.96,0.44,28.12
48.6,2.47,-0.95,0.3,28.12
48.65,2.16,-1.08,0.43,27.99
48.7,2.2,-1.09,0.62,27.94
48.75,2.38,-1.21,0.64,27.93
48.8,2.62,-1.05,0.45,27.99
48.85,2.63,-0.96,0.55,28.01
48.9,2.34,-0.89,0.57,28.02
48.95,2.31,-1.22,0.42,28.01
49,2.19,-1.45,0.3,27.96
49.05,2.34,-1.78,0.4,27.99
49.1,2.51,-1.83,0.35,28.05
49.15,2.66,-1.78,0.07,28.06
49.2,2.7,-1.8,0.23,28.04
49.25,2.95,-1.73,0.32,28.06
49.3,3.03,-1.65,0.47,28.05
49.35,3.02,-1.91,0.66,28.1
49.4,3.19,-1.94,0.55,28.12
49.45,3.49,-2.08,0.63,28.34
49.5,3.51,-2.32,0.77,28.38
49.55,3.57,-2.52,1.03,28.39
49.6,3.31,-2.56,1.12,28.39
49.65,3.48,-2.55,1,28.38
49.7,3.42,-2.12,1.23,28.34
49.75,3.68,-1.89,0.89,28.31
49.8,3.71,-1.7,0.87,28.29
49.85,3.83,-1.62,0.69,28.29
49.9,3.98,-1.27,0.63,28.27
49.95,4.07,-1.52,0.54,28.32
50,4.21,-1.22,0.58,28.31
50.05,4.01,-1.24,0.61,28.32
50.1,3.74,-1.2,0.83,28.29
50.15,3.81,-1.03,0.75,28.33
50.2,3.66,-1.15,1,28.29
50.25,3.36,-1.11,1.13,28.24
50.3,3.31,-1.14,1.26,28.25
50.35,3.26,-1.45,0.85,28.26
50.4,3.21,-1.56,0.7,28.31
50.45,3.24,-1.49,0.54,28.4
50.5,3.03,-1.64,0.41,28.36
50.55,2.87,-1.61,0.56,28.34
50.6,2.91,-1.44,0.37,28.43
50.65,2.96,-1.29,0.32,28.46
50.7,3.01,-1.15,0.29,28.49
50.75,3.06,-0.98,0.39,28.47
50.8,3.31,-0.76,0.51,28.46
50.85,3.49,-0.91,0.24,28.47
50.9,3.56,-1,0.56,28.44
50.95,3.39,-0.65,0.74,28.44
51,3.47,-0.6,0.35,28.47
51.05,3.21,-0.79,0.12,28.49
51.1,3.36,-0.89,0.13,28.51
51.15,3.37,-0.93,0.11,28.52
51.2,3.29,-0.82,0.48,28.47
51.25,2.99,-0.81,0.56,28.44
51.3,2.74,-0.83,0.22,28.47
51.35,2.99,-1.2,-0.14,28.51
51.4,3.42,-0.98,-0.59,28.48
51.45,3.35,-0.78,-0.78,28.47
51.5,3.36,-0.62,-0.63,28.47
51.55,3.54,-0.77,-0.12,28.48
51.6,3.67,-0.18,-0.19,28.5
51.65,3.37,-0.03,0.05,28.52
51.7,3.37,-0.45,0.11,28.52
51.75,3.48,-0.43,0.06,28.52
51.8,3.56,-0.34,0.37,28.58
51.85,3.76,-0.31,0.78,28.66
51.9,3.86,-0.19,0.77,28.7
51.95,3.77,-0.05,0.66,28.69
52,3.87,-0.05,0.45,28.68
52.05,4,-0.24,0.49,28.66
52.1,3.96,-0.18,0.53,28.66
52.15,3.82,-0.3,0.53,28.69
52.2,3.64,-0.7,0.64,28.7
52.25,3.47,-0.74,0.82,28.69
52.3,3.2,-0.8,0.75,28.69
52.35,3.02,-0.81,0.84,28.68
52.4,2.95,-0.84,0.85,28.66
52.45,2.8,-0.94,0.87,28.57
52.5,2.82,-0.93,1.23,28.58
52.55,3.06,-1.25,1.24,28.55
52.6,3.24,-0.93,1.03,28.63
52.65,3.09,-0.76,0.94,28.63
52.7,2.89,-0.79,0.78,28.61
52.75,2.89,-0.76,0.59,28.58
52.8,2.78,-0.74,0.69,28.56
52.85,2.71,-0.83,0.52,28.58
52.9,2.75,-0.99,0.7,28.59
52.95,2.79,-1.18,0.63,28.66
53,2.78,-1.02,0.53,28.69
53.05,2.77,-1.04,0.27,28.74
53.1,2.73,-1.03,0.49,28.71
53.15,2.71,-0.73,0.33,28.75
53.2,2.56,-0.97,0.41,28.79
53.25,2.38,-1.09,0.58,28.79
53.3,2.45,-1.24,0.47,28.75
53.35,2.4,-1.59,0.46,28.51
53.4,2.7,-1.49,0.47,28.39
53.45,2.88,-1.39,0.46,28.38
53.5,3.11,-1.27,0.47,28.4
53.55,3.22,-1.73,0.11,28.37
53.6,3.39,-1.59,0.63,28.58
53.65,3.25,-1.35,0.89,28.55
53.7,3.29,-1.07,0.68,28.69
53.75,2.99,-1.46,0.32,28.71
53.8,3.17,-1.05,0,28.62
53.85,3.52,-1.1,-0.03,28.54
53.9,3.2,-1.29,0.2,28.58
53.95,3.24,-1.45,0,28.58
54,3.19,-1.43,-0.21,28.47
54.05,2.98,-1.5,-0.39,28.51
54.1,2.8,-1.57,-0.83,28.49
54.15,2.85,-1.53,-0.9,28.47
54.2,2.85,-1.65,-0.71,28.4
54.25,2.84,-1.26,-0.75,28.33
54.3,2.84,-1.33,-0.59,28.08
54.35,2.83,-1.62,-0.74,27.9
54.4,2.92,-1.87,-0.75,27.88
54.45,2.89,-1.68,-0.38,27.87
54.5,2.76,-1.58,-0.4,27.9
54.55,2.97,-1.4,-0.42,27.95
54.6,2.9,-1.31,-0.19,28.03
54.65,2.9,-1.27,-0.49,28.06
54.7,2.81,-1.1,-0.32,28.4
54.75,3.16,-1.06,0.7,28.36
54.8,3.69,-0.35,0.89,28.23
54.85,4.02,-0.68,1.1,28.42
54.9,4.21,-1.32,1.25,28.52
54.95,4.13,-1.46,0.91,28.45
55,3.79,-1.7,1.25,28.23
55.05,3.81,-2.15,0.9,28.34
55.1,3.81,-2.3,0.9,28.19
55.15,4.02,-1.88,0.54,28.22
55.2,4.36,-0.99,0.19,28.15
55.25,4.86,-1.06,0.31,28.16
55.3,4.55,-1.69,0.43,28.19
55.35,4.71,-1.77,0.03,28.15
55.4,5.13,-1.68,0.04,28.23
55.45,4.89,-1.61,-0.02,28.2
55.5,4.92,-1.59,0.18,28.2
55.55,5.13,-1.58,0.38,28.17
55.6,5.15,-1.22,0.16,27.99
55.65,5.17,-1.16,0.27,28.03
55.7,5.49,-1.35,0.43,28.54
55.75,5.62,-1.41,0.78,28.89
55.8,5.46,-1.71,1.19,28.98
55.85,4.86,-1.87,1.11,28.93
55.9,4.75,-2.01,1.12,28.96
55.95,4.62,-2.12,1.19,28.98
56,4.62,-2.25,1.19,29.05
56.05,5.04,-1.89,1.19,28.75
56.1,4.96,-1.42,0.97,28.59
56.15,4.84,-1.51,1.1,28.22
56.2,4.58,-1.62,0.99,28.2
56.25,4.69,-1.51,1.03,28.26
56.3,4.93,-1.65,0.71,28.55
56.35,4.88,-1.66,0.67,28.49
56.4,4.89,-1.9,0.54,28.53
56.45,4.63,-2.02,0.63,28.48
56.5,4.97,-2.05,0.8,28.55
56.55,4.61,-2.06,0.78,28.61
56.6,4.62,-1.89,0.82,28.65
56.65,4.67,-2.13,0.66,28.9
56.7,4.6,-1.96,0.89,28.82
56.75,4.86,-1.87,0.78,28.72
56.8,4.76,-1.79,0.7,28.63
56.85,4.64,-1.84,0.51,28.46
56.9,4.58,-1.85,0.58,28.41
56.95,4.51,-1.66,0.56,28.35
57,4.38,-1.62,0.55,28.39
57.05,4.46,-1.69,0.5,28.48
57.1,4.4,-1.73,0.85,28.3
57.15,4.25,-1.73,0.78,28.53
57.2,4.06,-1.9,0.56,28.73
57.25,3.99,-1.88,0.38,28.8
57.3,3.97,-2.06,0.24,28.6
57.35,4.07,-1.99,0.13,28.7
57.4,4.12,-2.03,0.23,29.01
57.45,4.04,-1.85,0.23,29.12
57.5,4.11,-2.31,0.2,29.12
57.55,4.27,-2.49,0.24,29.22
57.6,4.14,-2.45,0.23,29.16
57.65,4.19,-2.49,0.13,29.36
57.7,4.51,-2.66,-0.17,29.08
57.75,4.87,-2.93,-0.29,28.12
57.8,5.24,-2.21,-0.53,28
57.85,5.11,-2.36,-0.71,27.84
57.9,4.64,-2.56,-0.59,27.84
57.95,5.18,-2.68,-0.51,27.84
58,5.3,-2.32,-0.67,27.82
58.05,4.98,-2.4,-0.98,27.83
58.1,5.01,-2.37,-0.8,27.84
58.15,4.84,-2.4,-0.54,28.27
58.2,4.84,-2.11,-0.69,28.18
58.25,4.91,-2.11,-0.65,28.13
58.3,4.69,-2.05,-0.77,27.87
58.35,4.4,-2.15,-0.5,27.94
58.4,4.26,-2.3,-0.37,27.96
58.45,4.19,-2.4,-0.47,27.74
58.5,4.3,-2.27,-0.55,27.73
58.55,4.43,-2.1,-0.98,27.5
58.6,4.59,-2.06,-1.13,27.62
58.65,4.97,-2.28,-1.15,27.88
58.7,4.96,-2.37,-1.34,27.8
58.75,4.92,-2.46,-1.49,27.57
58.8,4.98,-2.45,-1.39,27.87
58.85,5.08,-2.47,-1.41,28.01
58.9,4.98,-2.43,-1.43,27.54
58.95,4.96,-2.44,-1.49,27.59
59,4.98,-2.62,-1.5,27.84
59.05,4.98,-2.63,-1.54,27.86
59.1,4.75,-2.95,-1.39,27.97
59.15,4.59,-2.8,-1.01,27.95
59.2,4.77,-2.8,-0.6,28.03
59.25,5.09,-2.7,-0.9,27.99
59.3,5.41,-2.78,-0.74,28.07
59.35,4.86,-2.51,-1.45,28.05
59.4,4.53,-1.9,-1.53,28.03
59.45,4.78,-2.13,-1.6,28.01
59.5,4.78,-2.08,-2.05,28.03
59.55,4.88,-1.8,-2.3,28.14
59.6,4.93,-1.77,-2.03,28.16
59.65,4.55,-1.94,-2.05,28.2
59.7,4.35,-2.21,-2.37,28.19
59.75,4.74,-2.5,-2.05,28.16
59.8,5.14,-2.82,-2.6,28.19
59.85,4.71,-3.01,-2.75,28.08
59.9,4.36,-2.72,-2.71,28.15
59.95,4.38,-2.29,-2.38,28.16
60,3.53,-2.73,-2.68,28.14
60.05,3.55,-3.21,-2.06,27.96
60.1,3.69,-3.17,-1.81,28.01
60.15,3.57,-3.11,-1.21,28.04
60.2,3.68,-3.52,-1.04,28.03
60.25,3.51,-3.7,-0.95,27.96
60.3,3.46,-3.67,-0.69,27.92
60.35,3.41,-3.36,-0.49,28.04
60.4,3.43,-3.23,-0.39,28.05
60.45,3.44,-3.36,0.15,27.96
60.5,3.46,-3.23,0.3,27.97
60.55,3.57,-3.03,0.28,27.93
60.6,3.42,-2.93,0.36,27.86
60.65,3.37,-3.07,0.45,27.83
60.7,3.32,-3.24,0.23,27.67
60.75,3.18,-3.27,0.17,27.77
60.8,3.12,-3.28,0.13,27.81
60.85,3.06,-3.23,0.05,27.81
60.9,3.16,-3.25,-0.04,27.83
60.95,3.13,-3.2,-0.16,27.85
61,3.18,-3.12,-0.38,27.92
61.05,3.23,-2.82,-0.47,27.88
61.1,2.85,-2.81,-0.03,27.88
61.15,3.03,-2.58,0.29,27.81
61.2,2.86,-2.82,0.4,27.79
61.25,2.85,-2.85,0.09,27.79
61.3,2.92,-2.94,-0.23,27.86
61.35,3.01,-2.76,-0.2,27.88
61.4,3.01,-2.64,-0.2,27.89
61.45,3.12,-2.63,-0.58,28.1
61.5,2.92,-2.66,-0.5,28.11
61.55,2.9,-2.52,-0.5,28.09
61.6,3.47,-2.54,-0.27,27.93
61.65,3.41,-2.79,-0.08,27.96
61.7,3.25,-2.8,-0.18,28.03
61.75,3.19,-2.75,0.16,27.95
61.8,3.3,-2.36,0.53,27.93
61.85,3.42,-2.21,0.31,28.01
61.9,3.34,-2.17,0.16,28.12
61.95,3.3,-2.22,0,28.09
62,3.22,-2.27,0.35,27.95
62.05,3.05,-2.43,0.56,27.89
62.1,3.03,-2.33,0.48,27.89
62.15,3.03,-2.22,0.49,27.91
62.2,3.07,-2.12,0.48,27.94
62.25,3.03,-2,0.41,27.92
62.3,3.04,-1.91,0.43,27.91
62.35,3.06,-1.9,0.77,27.9
62.4,3,-2.04,1.1,27.97
62.45,2.56,-1.96,1.2,27.97
62.5,2.99,-1.71,0.89,28
62.55,2.98,-1.46,0.85,27.97
62.6,2.89,-1.49,0.48,27.97
62.65,3.02,-1.5,0.26,28
62.7,3.03,-1.45,0.3,28.02
62.75,3.04,-1.14,0.46,28
62.8,2.86,-1.16,0.46,28.04
62.85,2.63,-0.99,0.11,27.99
62.9,2.69,-0.58,0.18,27.98
62.95,2.52,-0.6,-0.04,28.01
63,2.71,-0.6,0.28,28.04
63.05,2.89,-0.66,0.27,28.04
63.1,3.44,-0.99,-0.18,28.04
63.15,3.09,-1.49,-0.29,28.01
63.2,2.97,-1.19,-0.22,28.04
63.25,2.82,-0.42,0.84,28.03
63.3,2.88,-0.43,0.94,28.06
63.35,3.15,-0.21,0.64,28.04
63.4,3.13,-0.35,0.97,28.05
63.45,3.03,-0.5,1.04,28.05
63.5,3.03,0.06,0.95,28.04
63.55,3.44,0.26,0.72,28.05
63.6,3.31,0.78,0.25,28.04
63.65,3.57,0.64,0.38,28.06
63.7,3.81,0.45,0.31,28.09
63.75,3.85,0.56,0.33,28.1
63.8,3.74,-0.01,0.41,28.1
63.85,3.46,-0.08,0.52,28.09
63.9,3.38,-0.33,0.77,28.09
63.95,3.49,-0.44,0.83,28.09
64,3.66,-0.78,1.15,28.09
64.05,3.91,-1.31,1.19,28.07
64.1,3.74,-1.56,1.14,28.05
64.15,3.77,-1.49,0.71,28.07
64.2,3.7,-1.57,0.82,28.06
64.25,3.63,-1.71,0.81,28.08
64.3,3.87,-1.47,0.44,28.11
64.35,4.24,-1.24,0.4,28.12
64.4,3.96,-1.24,-0.31,28.14
64.45,3.53,-1.28,-0.1,28.11
64.5,3.6,-0.88,-0.63,28.07
64.55,3.61,-0.87,-0.86,27.98
64.6,3.42,-0.89,-0.61,27.97
